rank,id,minplayers,maxplayers,maxplaytime,average_rating,age,total_owners,total_weights,mechanic_count,category_count,designer_count,name_clean,category_clean_Adventure,category_clean_Educational,category_clean_Era,category_clean_Expansion for Base-game,category_clean_Other,category_clean_Strategy,category_clean_Wargame,mechanic_clean_Co-op,mechanic_clean_Dice_Rolling,mechanic_clean_Movement,mechanic_clean_Other,mechanic_clean_PVP,mechanic_clean_Role_Playing,category_clean,mechanic_clean
2526,3837,2,6,10,6.19836,6,4378,1.1181,3,4,2,RataTat Cat,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2527,140457,3,12,60,6.58912,8,1635,1.6744,5,3,1,Ultimate Werewolf Inquisition,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
2528,9825,1,6,45,6.60795,11,1986,1.8592,1,5,1,Early American Chrononauts,0,0,0,0,0,0,1,0,0,1,0,0,0,Wargame,Movement
2529,35669,2,2,300,7.43279,0,1000,2.6383,2,2,1,Bastogne Screaming Eagles under Siege,0,0,0,0,0,0,1,0,1,0,0,0,0,Wargame,Dice_Rolling
2530,6539,2,6,60,6.51548,8,1035,1.7405,2,2,2,Formula De Mini,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2531,110524,2,4,60,6.45924,13,1494,2.3333,3,3,1,Goblins Inc,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
2532,20295,2,4,10,6.98109,3,268,1.0256,1,3,1,WeyKick,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
2533,41302,1,4,10,6.78885,2,1408,1.0,2,3,1,First Orchard,0,1,0,0,0,0,0,1,0,0,0,0,0,Educational,Co-op
2534,193670,1,5,180,7.81193,14,955,3.0769,3,3,1,Darkest Night Second edition,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
2535,7929,2,2,60,6.53632,12,1635,2.563,2,5,3,Dungeons  Dragons Miniatures,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
2536,21287,2,4,90,6.35952,10,1982,2.7215,5,3,2,Bison Thunder on the Prairie,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
2537,38797,2,4,60,6.72271,12,740,2.5072,4,2,2,Uruk Wiege der Zivilisation,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2538,10383,2,5,120,6.27202,10,4505,2.6745,4,3,1,Risk Godstorm,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
2539,148271,2,2,60,7.23589,10,760,2.72,5,3,2,Metallum,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
2540,182770,2,2,60,7.5855,14,919,2.0,3,4,2,DC Comics Dice Masters Worlds Finest,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
2541,230408,2,4,60,6.57337,8,2691,1.1852,5,2,1,Monopoly Gamer,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
2542,188076,2,4,45,7.93115,8,508,2.0,2,2,1,Taluva Deluxe,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
2543,15826,2,2,360,7.55573,12,780,4.3542,4,3,1,Triumph of Chaos,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
2544,12140,2,2,180,7.29846,15,1171,2.6452,1,2,2,Stalingrad Pocket nd Edition The Wehrmachts Greatest Disaster,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
2545,258444,2,4,30,7.02924,8,769,1.9167,3,5,1,Gingerbread House,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
2546,142267,2,6,30,6.59026,10,1845,2.1667,7,2,2,Bomb Squad,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
2547,154259,2,2,25,6.35642,13,2838,1.8214,1,1,1,Province,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
2548,241831,1,4,60,6.89661,12,885,2.3125,1,1,1,Reykholt,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
2549,29259,2,2,120,6.88741,10,1434,2.5714,2,2,2,Axis  Allies  Guadalcanal,0,0,0,0,0,0,1,0,0,1,0,0,0,Wargame,Movement
2550,159059,1,5,180,7.07811,12,1222,3.2222,2,1,1,The Kings Abbey,0,0,1,0,0,0,0,0,1,0,0,0,0,Era,Dice_Rolling
2551,109969,2,7,45,6.64802,8,1203,2.4565,3,2,1,Mutant Meeples,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
2552,223931,1,8,90,8.33243,12,1446,2.5,2,6,1,Sherlock Holmes Consulting Detective Carlton House  Queens Park,0,0,0,0,0,1,0,1,0,0,0,0,0,Strategy,Co-op
2553,57163,2,4,60,6.59221,8,1047,2.4756,5,3,1,Gonzaga,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
2554,91034,2,2,30,6.79944,9,1522,2.7222,1,2,3,Laser Chess,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
2555,143075,2,6,15,6.49059,8,1722,1.2222,3,3,1,Luchador Mexican Wrestling Dice,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
2556,207729,1,4,90,8.53832,14,690,2.7647,8,5,3,The Edge Dawnfall,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
2557,195227,2,4,120,7.26866,12,695,2.3571,3,2,1,Quartermaster General Victory or Death  The Peloponnesian War,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
2558,4286,2,5,30,6.8727,0,790,2.8955,1,4,2,A Game of Thrones Collectible Card Game,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2559,29581,1,6,90,6.32902,12,1638,2.6335,3,5,1,Tomb,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
2560,2165,2,2,20,6.16961,6,3734,1.9733,2,5,2,Pokemon Trading Card Game,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2561,178302,2,4,80,7.05915,12,835,2.3636,3,2,1,Welcome to Centerville,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
2562,219708,2,4,45,6.67746,8,1487,2.0,5,1,2,Professor Evil and The Citadel of Time,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
2563,283,2,6,2480,6.78861,12,1450,4.5172,3,2,1,Advanced Third Reich,0,0,0,0,0,0,1,0,1,0,0,0,0,Wargame,Dice_Rolling
2564,5534,2,5,10,6.36341,10,1645,1.1655,1,5,2,Light Speed,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
2565,14080,1,2,360,7.37805,12,1214,2.8667,2,2,3,The Mighty Endeavor,0,0,0,0,0,0,1,0,1,0,0,0,0,Wargame,Dice_Rolling
2566,177147,2,4,60,7.12969,8,1226,2.0833,4,2,4,Survive Space Attack,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
2567,46158,4,12,30,7.28873,12,754,1.0833,3,2,1,Times Up Academy,0,0,0,0,1,0,0,0,0,0,0,0,1,Other,Role_Playing
2568,1323,2,2,240,6.80629,12,1158,2.2759,1,2,2,Cry Havoc,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
2569,171226,2,2,30,6.98075,13,1297,2.8462,2,2,1,Starfighter,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2570,96704,2,4,30,6.75484,14,930,2.4359,5,3,1,Fealty,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
2571,173319,2,6,10,6.81885,14,1758,1.2917,3,3,3,Lost Legacy Second Chronicle  Vorpal Sword  Whitegold Spire,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
2572,154910,1,4,120,8.81601,14,678,3.5789,8,4,2,Darklight Memento Mori,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
2573,136594,2,4,45,6.45983,8,2032,1.4444,3,3,1,Dragons Hoard,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
2574,186701,2,4,30,6.97395,9,1049,1.8333,3,2,1,Burger Up,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2575,3464,2,2,15,7.25702,10,1068,2.2453,3,4,1,Melee,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
2576,1800,1,10,45,6.6414,10,1486,2.5256,1,6,1,Mythos,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
2577,159492,2,5,45,6.50506,10,1724,1.6667,4,1,1,The Game of ,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
2578,261594,2,2,60,8.24603,12,850,2.125,8,5,1,Warhammer Underworlds Nightvault,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2579,166158,2,4,30,6.6137,14,1575,1.5357,2,1,1,Dark Tales,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2580,24565,4,5,60,6.4739,9,1082,1.3117,3,3,1,Magical Athlete,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
2581,101865,2,4,120,7.99674,0,525,2.3462,2,3,1,Saga,0,0,1,0,0,0,0,0,1,0,0,0,0,Era,Dice_Rolling
2582,1419,2,2,10,6.34271,8,2031,2.0194,2,1,1,Pylos,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
2583,31954,2,2,600,7.36521,0,1201,2.5909,4,2,1,A Victory Denied Crisis at Smolensk JulySeptember ,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
2584,215308,3,4,60,6.94544,14,1160,1.8571,1,1,3,Indulgence,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
2585,65200,2,6,30,6.37589,10,1683,2.1818,9,4,2,Asteroyds,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
2586,4211,1,2,180,7.5257,12,988,3.3654,1,2,1,Stonewall Jacksons Way,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
2587,170,2,6,30,6.09139,8,5501,1.3245,3,2,1,Family Business,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2588,2604,4,6,30,6.48329,12,1384,1.1212,2,3,1,Compatibility,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2589,756,3,6,60,7.034,10,467,2.62,1,3,1,Black Vienna,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2590,218421,1,4,120,8.4559,14,490,2.9,4,8,2,Street Masters,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
2591,231197,1,4,60,6.88562,14,1389,2.0,6,4,1,Raxxon,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2592,235,1,4,180,6.34546,12,2671,3.1899,2,5,1,Blackbeard,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
2593,24843,3,5,90,6.7182,12,739,3.012,3,2,1,Graenaland,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
2594,17651,2,2,300,7.6531,12,910,3.5962,3,2,1,Under the Lily Banners,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
2595,113293,3,6,30,6.52563,10,1117,2.1224,2,3,1,Article  The UN Security Council Game,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
2596,13532,2,2,4500,8.07007,12,947,4.3846,3,2,1,Guderians Blitzkrieg II,0,0,0,0,0,0,1,0,1,0,0,0,0,Wargame,Dice_Rolling
2597,69120,2,4,45,6.31277,10,2800,2.3303,5,4,2,Cadwallon City of Thieves,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
2598,80979,2,4,60,6.53346,10,1257,2.4247,4,1,2,Fortuna,0,0,1,0,0,0,0,0,1,0,0,0,0,Era,Dice_Rolling
2599,21754,3,7,30,6.25752,10,2094,1.5976,3,1,1,Nottingham,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2600,25823,2,5,45,6.48002,8,1252,1.5682,3,2,1,Cartagena  The Pirates Nest,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
2601,75448,2,4,30,7.53469,12,1125,2.4444,3,1,1,Tanto Cuore Romantic Vacation,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2602,233961,2,2,25,6.98495,10,1050,1.75,1,2,1,Claim,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
2603,91534,2,4,30,6.19931,10,4674,1.6692,2,2,1,Struggle for Catan,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2604,173805,1,5,180,7.47723,14,1238,3.2857,6,5,4,Lobotomy,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
2605,112869,3,6,90,6.53143,10,3081,2.0541,3,3,1,Munchkin Apocalypse,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
2606,859,2,6,120,6.18128,12,3653,2.4909,1,3,1,Illuminati,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2607,4206,2,2,180,7.72394,12,854,3.44,1,2,1,Roads to Gettysburg,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
2608,3230,3,4,90,6.48816,10,1280,2.4667,1,4,1,Tyros,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
2609,2539,3,5,90,6.5726,12,1099,2.5634,4,1,2,Urland,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
2610,33468,1,1,5,6.33383,11,2194,1.3014,3,6,1,Zombie in my Pocket,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
2611,6707,2,4,120,6.15317,10,4541,2.9274,6,4,1,Age of Mythology The Boardgame,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
2612,1552,2,6,120,6.37635,12,2356,2.8788,6,6,1,Illuminati New World Order,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2613,172540,2,4,60,7.16359,13,1206,2.0,7,4,3,Dragoon,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2614,32341,2,6,20,6.15623,6,3560,1.1507,1,4,1,Cockroach Salad,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
2615,35248,3,5,60,6.42245,10,1820,2.4135,3,3,2,Batavia,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
2616,119337,3,5,120,6.62485,14,1052,2.9359,5,3,1,Aeroplanes Aviation Ascendant,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
2617,908,2,2,30,6.12723,8,3522,1.4954,1,1,1,Tally Ho,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,Movement
2618,95,2,6,30,6.40875,8,1055,1.3821,1,4,2,Igel Argern,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
2619,1830,2,4,240,6.84187,10,1069,2.6275,3,3,2,Nippon Rails,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
2620,65534,2,4,60,6.69686,13,1852,3.2933,5,3,2,The Ares Project,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
2621,33665,2,2,180,8.02676,0,941,3.7647,1,2,2,Battle Above the Clouds,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
2622,234621,2,4,30,6.92273,8,1215,2.0,1,1,2,Tybor der Baumeister,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2623,4471,3,6,45,6.16871,8,2241,1.8634,2,3,2,Fist of Dragonstones,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
2624,18803,2,15,20,6.10066,12,5393,1.2791,1,6,1,Black Stories,0,0,0,0,1,0,0,0,0,0,0,0,1,Other,Role_Playing
2625,21804,0,0,0,6.57503,0,1257,1.9839,1,2,1,Traditional Card Games,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2626,154428,2,6,60,7.15383,8,685,1.7778,4,3,1,Trekking the National Parks  First Edition,0,1,0,0,0,0,0,0,0,0,1,0,0,Educational,Other
2627,29602,2,2,45,6.69368,12,1839,2.2317,4,4,1,Okko Era of the Asagiri,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
2628,191538,2,5,30,6.70893,6,1040,1.1765,3,1,1,Leo,0,1,0,0,0,0,0,1,0,0,0,0,0,Educational,Co-op
2629,15157,3,4,50,6.35097,10,1730,2.144,4,2,1,Amazonas,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2630,4553,3,8,30,6.37714,8,1216,1.178,1,3,1,Attribute,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2631,2748,2,2,360,6.81752,14,1277,3.13,2,2,2,Thirty Years War Europe in Agony ,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
2632,22237,3,6,40,6.46391,10,838,1.3982,1,3,2,Hart an der Grenze,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
2633,13362,2,6,60,6.47589,10,1417,3.5,3,3,4,Warhammer  fourth edition,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
2634,19947,3,5,45,6.27526,8,1786,2.2071,3,2,2,Ark,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2635,68,2,4,180,7.04057,12,815,3.2031,2,2,2,Successors second edition,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
2636,156,2,6,60,6.84064,10,805,1.8814,2,3,2,Wildlife Adventure,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,Movement
2637,92666,2,6,180,6.88789,13,1386,3.64,5,4,1,Hegemonic,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
2638,115233,1,12,20,6.60542,8,2526,1.0278,4,6,1,Rorys Story Cubes Voyages,0,1,0,0,0,0,0,1,0,0,0,0,0,Educational,Co-op
2639,2633,2,6,45,6.37101,9,1433,1.4651,1,2,1,Dog,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2640,254018,1,4,45,7.26637,10,565,2.3684,2,2,1,Solenia,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2641,40107,1,1,60,7.06517,13,1109,1.5972,4,2,1,Soviet Dawn,0,0,0,0,0,0,1,0,0,0,1,0,0,Wargame,Other
2642,172881,3,5,60,6.91234,14,1052,1.25,3,1,2,Quartz,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
2643,139131,1,2,30,8.16652,12,697,2.9333,5,2,2,Hoplomachus Rise of Rome,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,Movement
2644,250621,1,4,90,7.65076,10,946,3.4286,4,5,1,Lilliput,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,Movement
2645,130605,2,6,45,6.86383,10,1493,2.875,3,2,3,Lost Valley The Yukon Goldrush ,0,0,1,0,0,0,0,0,1,0,0,0,0,Era,Dice_Rolling
2646,247,2,5,45,6.37579,10,1864,1.4815,2,1,2,Gloria Picktoria,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2647,194923,2,2,120,8.61778,13,476,2.6471,5,2,1,Techno Bowl Arcade Football Unplugged,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
2648,125924,2,6,30,6.56279,8,1340,1.4565,2,1,1,Clubs,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2649,1209,4,7,300,6.68707,12,1385,3.8367,2,4,1,Pax Britannica,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
2650,186995,2,4,120,7.18827,14,1209,2.3333,3,2,1,Doctor Who Time of the Daleks,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
2651,63706,2,7,30,6.286,8,1872,1.2243,1,1,1, nimmt,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2652,1431,2,2,120,6.47949,12,1906,1.9767,2,3,1,War at Sea second edition,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
2653,66081,2,2,20,6.59244,8,2042,2.0563,1,2,2,Pocket Battles Elves vs Orcs,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
2654,46807,2,6,45,6.21112,10,1800,1.891,3,3,1,Infinite City,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
2655,142084,2,4,45,7.37166,14,701,2.4074,6,2,1,Kings of Israel,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
2656,7804,2,2,30,6.21236,12,2438,1.9186,3,2,1,Dracula,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2657,17970,2,2,60,6.50922,10,1689,2.2931,4,4,5,Axis  Allies Miniatures,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
2658,26055,2,6,240,6.92715,12,822,3.4894,8,6,1,Twilight Imperium Second Edition,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
2659,123576,2,4,30,6.62341,8,990,1.8298,5,3,2,Sheepland,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
2660,137909,2,4,20,6.26468,6,2394,1.0476,1,3,1,Bugs in the Kitchen,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
2661,2535,3,6,180,6.40264,12,1555,2.5259,3,3,1,Valley of the Mammoths,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
2662,229218,3,4,75,7.14988,14,1416,2.6,5,3,2,A Game of Thrones Catan  Brotherhood of the Watch,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
2663,23,2,6,360,7.04953,12,1012,3.1324,3,3,2,Divine Right,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
2664,61458,3,4,90,6.98276,12,419,2.9375,3,1,1,Kaigan,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
2665,67181,4,9,30,6.65494,8,893,1.381,1,2,2,PIX,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,Movement
2666,181329,3,6,30,6.93446,8,646,1.25,2,1,1,Team Play,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2667,73538,2,6,40,6.19732,8,5298,1.425,3,2,1,Pirate Fluxx,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2668,4985,2,99,120,7.14172,12,721,2.9074,2,4,3,Warmaster,0,1,0,0,0,0,0,0,1,0,0,0,0,Educational,Dice_Rolling
2669,6542,2,2,60,7.40228,12,951,3.0698,1,2,3,Lock n Load Forgotten Heroes  Vietnam,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
2670,804,2,4,45,6.60254,10,1133,1.3636,3,3,1,Thunder Road,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
2671,37696,2,4,55,6.32913,12,2002,2.4731,5,3,1,The Stars Are Right,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2672,1545,1,2,30,6.59157,8,768,1.4848,2,1,2,Flowerpower,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
2673,257759,2,4,45,6.68931,8,912,2.1429,2,1,2,The River,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
2674,4258,2,3,360,7.47279,12,654,4.0448,4,2,2,Totaler Krieg,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
2675,24878,2,2,60,6.93411,12,906,2.8267,2,4,7,AT Initiation Set Operation Damocles,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
2676,110,2,6,60,6.2469,8,2186,1.9552,3,3,1,Auf Achse,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
2677,37728,4,12,30,6.34104,8,1892,1.0625,3,5,1,Rock the Beat,1,0,0,0,0,0,0,0,0,0,0,0,1,Adventure,Role_Playing
2678,392,2,7,15,6.37677,10,2072,1.3727,1,3,1,Brawl,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
2679,214484,1,7,180,7.96691,12,724,3.1,8,6,3,HEXplore It The Valley of the Dead King,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
2680,4095,3,6,90,6.11809,10,8474,1.7445,5,4,1,Star Munchkin,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2681,229741,2,2,30,7.13573,10,1230,2.0,4,3,1,Shadows in Kyoto,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
2682,133285,3,5,150,7.02756,14,509,3.0,3,2,1,Tin Goose,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
2683,2470,3,20,45,7.31741,10,966,1.52,3,2,1,The Extraordinary Adventures of Baron Munchausen,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
2684,230251,1,5,25,6.44859,14,4142,1.4545,3,2,1,Mint Delivery,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
2685,58099,2,6,60,6.94633,8,782,2.2069,3,2,1,Granada,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
2686,911,1,6,360,7.16193,14,968,3.566,1,5,3,Empires of the Middle Ages,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
2687,251293,2,5,20,6.92148,8,1276,1.5882,1,2,2,Megaland,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
2688,12896,1,2,1000,7.91353,12,960,3.9756,1,2,1,La Bataille des Quatre Bras,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
2689,5451,2,7,60,6.73181,8,1602,1.7059,3,2,1,Hanafuda,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2690,403,2,2,15,6.17902,8,2184,1.0506,1,3,1,Elk Fest,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
2691,229791,1,2,30,6.75395,12,2124,2.1111,9,2,2,Triplock,0,1,0,0,0,0,0,0,1,0,0,0,0,Educational,Dice_Rolling
2692,31920,3,6,90,6.27607,10,4241,1.939,3,4,1,Munchkin Booty,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
2693,206206,1,6,90,7.13141,13,1068,2.5,1,3,1,Escape from  Million BC,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
2694,206490,2,5,90,7.25428,14,725,3.375,5,3,1,An Infamous Traffic,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
2695,192297,2,6,45,6.85421,13,739,1.1667,1,3,2,America,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
2696,5336,2,8,120,6.3182,9,2032,2.0935,4,4,1,Talisman third edition,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
2697,1679,1,1,360,7.37456,12,1171,4.0,2,4,1,Carrier,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
2698,192120,2,4,60,6.72718,10,1257,2.9333,4,4,1,Meeple War,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
2699,191612,1,2,60,8.67294,12,896,3.0,2,3,2,Skies Above the Reich,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
2700,3548,2,2,90,7.00092,12,879,2.1587,3,3,1,Assault on Hoth The Empire Strikes Back,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
2701,191177,1,4,60,7.06409,13,1209,3.0,4,2,2,Space Race The Card Game,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2702,8552,2,4,30,6.40032,8,1273,1.4857,4,3,1,I Go,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
2703,21464,2,5,60,6.25349,8,1839,1.8032,2,1,1,California,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
